Subject	Group	TrialNumber	TrialOrder	SuffixAmbiguity	Noun	Suffix	LemmaFrequency	NounLength	SuffixFrequency	SuffixProductivity	SuffixLength	IA_ID	DWELL_TIME	FIRST_FIXATION_DURATION	FIRST_RUN_FIXATION_COUNT	GAZE_DURATION	IA_SKIP	IA_FIRST_FIX_PROGRESSIVE	IA_REGRESSION_PATH_DURATION	IA_SELECTIVE_REGRESSION_PATH_DURATION	PROB_OF_REGRESSION
72b	b	64	15	jedno	primitivnost	ost	114	12	3001	310	3	4	632	412	2	632	0	1	632	632	0
72b	b	32	20	jedno	puti?	iĂ„â€ˇ	269	5	868	104	2	4	236	236	1	236	0	1	236	236	0
72b	b	34	27	jedno	redi?	iĂ„â€ˇ	4	5	868	104	2	4	356	184	1	184	0	1	184	184	0
72b	b	66	3	vise	sluĂ„Ä…Ă‹â€ˇalica	lica	5965	9	537	65	4	4	256	256	1	256	0	1	256	256	0
72b	b	36	2	vise	smrtnik	nik	2119	7	6585	266	3	4	696	236	2	420	0	1	420	420	0
72b	b	84	23	jedno	star?i?	Ă„Ĺ¤iĂ„â€ˇ	107	7	73	35	3	4	272	272	1	272	0	1	272	272	0
72b	b	68	38	jedno	streljana	ana	581	9	424	35	3	4	328	192	2	328	0	1	328	328	0
72b	b	70	1	vise	sudija	ija	67415	6	3200	192	3	4	128	128	1	128	0	1	128	128	0
72b	b	72	35	jedno	sviraljka	aljka	8	9	81	17	5	4	0	0	0	0	1	0	0	0	0
72b	b	38	6	vise	udara?	aĂ„Ĺ¤	270	6	2140	166	2	4	220	220	1	220	0	1	220	220	0
72b	b	74	36	vise	ulaznica	nica	11438	8	2280	181	4	4	588	204	3	588	0	1	588	588	0
72b	b	40	11	vise	umetnik	nik	38568	7	6585	266	3	4	216	216	1	216	0	1	216	216	0
72b	b	76	12	jedno	uvoj?i?	Ă„Ĺ¤iĂ„â€ˇ	0.1	7	73	35	3	4	544	544	1	544	0	1	544	544	0
72b	b	78	14	jedno	ven?anje	nje	9556	8	23567	2144	3	4	412	240	1	240	0	1	240	240	0
72b	b	42	16	vise	ven?ina	ina	0.1	7	6155	225	3	4	644	164	3	448	1	0	448	448	0
72b	b	44	21	jedno	vernost	ost	2854	7	3001	310	3	4	200	200	1	200	0	1	200	200	0
72b	b	46	17	vise	zemljak	ak	3466	7	5345	165	2	4	92	92	1	92	0	1	92	92	0
72b	b	80	18	vise	zidina	ina	2972	6	6155	225	3	4	316	316	1	316	0	1	316	316	0
72b	b	82	25	jedno	zvuki?	iĂ„â€ˇ	1	8	868	104	2	4	424	424	1	424	0	1	736	424	0
73b	b	48	25	jedno	?lanarina	arina	4717	9	46	12	5	4	1112	176	2	356	0	1	952	608	252
73b	b	50	37	jedno	?vori?	iĂ„â€ˇ	444	6	868	104	2	4	712	232	1	232	0	1	232	232	0
73b	b	8	10	vise	?vrstina	ina	2303	8	6155	225	3	4	520	352	1	352	0	1	352	352	0
73b	b	2	1	vise	an?elak	ak	331	7	5345	165	2	4	436	240	1	240	0	1	240	240	0
73b	b	4	31	vise	brija?	aĂ„Ĺ¤	636	6	2140	166	2	4	372	372	1	372	0	1	372	372	0
73b	b	6	2	vise	cvetak	ak	288	6	5345	165	2	4	776	284	1	284	0	1	372	284	0
73b	b	10	29	vise	davljenik	nik	386	9	6585	266	3	4	748	196	2	584	0	1	584	584	0
73b	b	12	38	vise	divljak	ak	1045	7	5345	165	2	4	376	264	1	264	0	1	264	264	0
73b	b	52	6	jedno	drĂ„Ä…Ă„Äľavnost	ost	4745	9	3001	310	3	4	816	260	1	260	0	1	260	260	0
73b	b	86	21	jedno	dvojnost	ost	222	8	3001	310	3	4	1148	284	2	476	0	1	476	476	0
73b	b	14	33	vise	dvorac	ac	5925	6	3764	191	2	4	0	0	0	0	1	0	0	0	0
73b	b	16	9	jedno	gusto?a	oĂ„â€ˇa	294	7	913	53	3	4	228	228	1	228	0	1	228	228	0
73b	b	54	43	vise	hlebac	ac	36	6	3764	191	2	4	332	332	1	332	0	1	444	332	0
73b	b	56	32	vise	izvornik	nik	486	8	6585	266	3	4	864	256	1	256	0	1	572	424	168
73b	b	18	44	vise	jastu?nica	nica	241	10	2280	181	4	4	496	200	1	200	0	1	200	200	0
73b	b	58	15	jedno	jedin?e	Ă„Ĺ¤e	0.1	7	88	36	2	4	852	384	1	384	0	1	384	384	0
73b	b	60	26	jedno	jezi?i?	iĂ„â€ˇ	3	7	868	104	2	4	856	444	1	444	1	0	892	444	0
73b	b	20	18	jedno	kadionica	onica	291	9	234	15	5	4	1536	280	2	492	0	1	492	492	0
73b	b	22	34	vise	konjina	ina	74	7	6155	225	3	4	864	300	1	300	0	1	300	300	0
73b	b	24	5	jedno	lizi?	iĂ„â€ˇ	0.1	5	868	104	2	5	768	248	1	248	0	1	248	248	0
73b	b	26	41	vise	lovac	ac	9537	5	3764	191	2	4	208	208	1	208	1	0	208	208	0
73b	b	88	30	vise	nau?nik	nik	40951	7	6585	266	3	4	272	272	1	272	0	1	272	272	0
73b	b	62	8	jedno	osmakinja	kinja	5	9	170	37	5	4	564	244	1	244	0	1	244	244	0
73b	b	28	42	jedno	osnivanje	nje	30166	9	23567	2144	3	4	0	0	0	0	1	0	0	0	0
73b	b	30	13	jedno	primer?i?	Ă„Ĺ¤iĂ„â€ˇ	1	9	73	35	3	4	472	228	1	228	0	1	228	228	0
73b	b	64	39	jedno	primitivnost	ost	114	12	3001	310	3	4	276	276	1	276	0	1	276	276	0
73b	b	32	27	jedno	puti?	iĂ„â€ˇ	269	5	868	104	2	4	288	288	1	288	0	1	288	288	0
73b	b	34	28	jedno	redi?	iĂ„â€ˇ	4	5	868	104	2	4	228	228	1	228	0	1	228	228	0
73b	b	66	22	vise	sluĂ„Ä…Ă‹â€ˇalica	lica	5965	9	537	65	4	4	728	260	1	260	0	1	260	260	0
73b	b	36	7	vise	smrtnik	nik	2119	7	6585	266	3	4	848	420	1	420	0	1	420	420	0
73b	b	84	14	jedno	star?i?	Ă„Ĺ¤iĂ„â€ˇ	107	7	73	35	3	4	396	208	2	396	0	1	396	396	0
73b	b	68	16	jedno	streljana	ana	581	9	424	35	3	4	948	204	2	416	0	1	416	416	0
73b	b	70	20	vise	sudija	ija	67415	6	3200	192	3	4	272	272	1	272	0	1	272	272	0
73b	b	72	3	jedno	sviraljka	aljka	8	9	81	17	5	4	872	304	1	304	0	1	304	304	0
73b	b	38	24	vise	udara?	aĂ„Ĺ¤	270	6	2140	166	2	4	580	348	1	348	0	1	348	348	0
73b	b	74	4	vise	ulaznica	nica	11438	8	2280	181	4	4	712	520	2	612	0	1	972	612	0
73b	b	40	11	vise	umetnik	nik	38568	7	6585	266	3	4	752	300	1	300	0	1	300	300	0
73b	b	76	40	jedno	uvoj?i?	Ă„Ĺ¤iĂ„â€ˇ	0.1	7	73	35	3	4	404	208	2	404	0	1	404	404	0
73b	b	78	23	jedno	ven?anje	nje	9556	8	23567	2144	3	4	284	284	1	284	0	1	284	284	0
73b	b	42	35	vise	ven?ina	ina	0.1	7	6155	225	3	4	224	224	1	224	0	1	224	224	0
73b	b	44	17	jedno	vernost	ost	2854	7	3001	310	3	4	1324	208	1	208	0	1	208	208	0
73b	b	46	36	vise	zemljak	ak	3466	7	5345	165	2	4	184	184	1	184	0	1	184	184	0
73b	b	80	19	vise	zidina	ina	2972	6	6155	225	3	4	396	264	1	264	0	1	264	264	0
73b	b	82	12	jedno	zvuki?	iĂ„â€ˇ	1	8	868	104	2	4	1376	520	1	520	0	1	520	520	0
74a	a	47	31	vise	?lanak	ak	51490	6	5345	165	2	4	1012	208	2	340	0	1	340	340	0
74a	a	49	9	vise	?vorina	ina	0.1	7	6155	225	3	4	792	316	2	496	0	1	496	496	0
74a	a	7	2	jedno	?vrsto?a	oĂ„â€ˇa	1588	8	913	53	3	4	272	272	1	272	0	1	272	272	0
74a	a	1	22	jedno	an?el?e	Ă„Ĺ¤e	0.1	7	88	36	2	4	480	236	1	236	0	1	732	480	244
74a	a	3	40	jedno	brijanje	nje	1268	8	23567	2144	3	4	608	188	2	324	0	1	324	324	0
74a	a	5	29	jedno	cveti?	iĂ„â€ˇ	799	6	868	104	2	4	620	276	1	276	0	1	276	276	0
74a	a	9	8	jedno	davljenje	nje	579	9	23567	2144	3	4	804	276	2	444	0	1	444	444	0
74a	a	11	5	jedno	divljakinja	kinja	5	11	170	37	5	4	1540	108	4	468	0	1	1368	1080	612
74a	a	51	19	vise	drĂ„Ä…Ă„Äľavnik	nik	4766	8	6585	266	3	4	320	188	2	320	0	1	320	320	0
74a	a	85	33	vise	dvojnik	nik	1054	7	6585	266	3	4	592	192	1	192	0	1	192	192	0
74a	a	13	34	jedno	dvorana	ana	11273	7	424	35	3	4	404	228	1	228	0	1	596	404	176
74a	a	15	14	vise	gustina	ina	41	7	6155	225	3	4	576	576	1	576	0	1	576	576	0
74a	a	53	18	jedno	hlep?i?	Ă„Ĺ¤iĂ„â€ˇ	70	7	73	35	3	4	780	352	2	552	0	1	552	552	0
74a	a	55	4	jedno	izvornost	ost	242	9	3001	310	3	4	880	176	1	176	0	1	176	176	0
74a	a	17	30	jedno	jastu?i?	iĂ„â€ˇ	860	8	868	104	2	4	1448	320	2	604	0	1	604	604	0
74a	a	57	25	vise	jedinica	nica	59636	8	464	59	4	4	996	180	2	320	0	1	320	320	0
74a	a	59	43	vise	jezi?ak	ak	354	7	5345	165	2	4	864	168	4	552	0	1	552	552	0
74a	a	19	15	vise	kadija	ija	481	6	3200	192	3	4	816	176	1	176	0	1	176	176	0
74a	a	21	12	jedno	konji?	iĂ„â€ˇ	321	6	868	104	2	4	748	232	2	388	0	1	388	388	0
74a	a	23	6	vise	lizalica	lica	271	8	537	65	4	5	428	200	2	428	0	1	428	428	0
74a	a	25	27	jedno	lov?i?	Ă„Ĺ¤iĂ„â€ˇ	0.1	6	73	35	3	4	728	200	3	556	0	1	556	556	0
74a	a	87	21	jedno	nau?nost	ost	132	8	3001	310	3	4	476	224	2	356	0	1	356	356	0
74a	a	61	13	vise	osmina	ina	3177	6	6155	225	3	4	580	152	1	152	0	1	152	152	0
74a	a	27	32	vise	osniva?	aĂ„Ĺ¤	26059	7	2140	166	2	4	640	176	2	308	0	1	308	308	0
74a	a	29	28	vise	primerak	ak	19527	8	5345	165	2	4	820	160	2	316	0	1	316	316	0
74a	a	63	1	vise	primitivac	ac	903	10	3765	191	2	4	472	176	3	472	0	1	472	472	0
74a	a	31	42	vise	putnik	nik	33252	6	6585	266	3	4	604	232	2	348	0	1	348	348	0
74a	a	33	26	vise	redina	ina	25	6	6155	255	3	4	532	364	2	532	0	1	532	532	0
74a	a	65	3	jedno	sluĂ„Ä…Ă‹â€ˇaonica	onica	266	10	91	9	5	4	1316	132	1	132	0	1	816	644	512
74a	a	35	41	jedno	smrtnost	ost	3476	8	3001	310	3	4	732	244	1	244	0	1	244	244	0
74a	a	83	37	vise	starac	ac	12858	6	3764	191	2	4	196	196	1	196	0	1	196	196	0
74a	a	67	23	vise	strelac	ac	14091	7	3764	191	2	4	356	176	2	356	0	1	356	356	0
74a	a	69	39	jedno	sudi?	iĂ„â€ˇ	19	5	868	104	2	4	948	496	2	656	0	1	656	656	0
74a	a	71	7	vise	svira?	aĂ„Ĺ¤	1007	6	2140	166	2	4	1196	188	2	316	0	1	316	316	0
74a	a	37	36	jedno	udaraljka	aljka	292	9	81	17	5	4	584	408	2	584	0	1	584	584	0
74a	a	73	35	jedno	ulaz?i?	Ă„Ĺ¤iĂ„â€ˇ	0.1	7	73	35	3	4	764	576	1	576	0	1	576	576	0
74a	a	39	17	jedno	umetnost	ost	69029	8	3001	310	3	4	308	152	1	152	0	1	152	152	0
74a	a	75	38	vise	uvojak	ak	196	6	5345	165	2	4	556	396	1	396	0	1	688	556	160
74a	a	77	11	vise	ven?anica	nica	2496	9	2280	181	4	4	492	184	1	184	0	1	184	184	0
74a	a	41	24	jedno	ven?i?	iĂ„â€ˇ	320	6	868	104	2	4	156	156	1	156	0	1	156	156	0
74a	a	43	44	vise	vernik	nik	13410	6	6585	266	3	4	376	184	1	184	0	1	184	184	0
74a	a	45	20	jedno	zemljarina	arina	18	10	46	12	5	4	1172	180	2	476	0	1	760	628	152
74a	a	79	16	jedno	zidi?	iĂ„â€ˇ	223	5	868	104	2	4	252	252	1	252	0	1	252	252	0
74a	a	81	10	vise	zvu?nik	nik	8794	7	6585	266	3	4	280	192	1	192	0	1	192	192	0
75b	b	48	11	jedno	?lanarina	arina	4717	9	46	12	5	4	1068	296	2	468	0	1	468	468	0
75b	b	50	16	jedno	?vori?	iĂ„â€ˇ	444	6	868	104	2	4	468	220	1	220	0	1	824	468	248
75b	b	8	14	vise	?vrstina	ina	2303	8	6155	225	3	4	624	624	1	624	0	1	624	624	0
75b	b	2	17	vise	an?elak	ak	331	7	5345	165	2	4	312	312	1	312	0	1	312	312	0
75b	b	4	25	vise	brija?	aĂ„Ĺ¤	636	6	2140	166	2	4	792	392	1	392	0	1	392	392	0
75b	b	6	34	vise	cvetak	ak	288	6	5345	165	2	4	584	316	1	316	0	1	316	316	0
75b	b	10	27	vise	davljenik	nik	386	9	6585	266	3	4	344	344	1	344	0	1	344	344	0
75b	b	12	19	vise	divljak	ak	1045	7	5345	165	2	4	336	336	1	336	0	1	336	336	0
75b	b	52	31	jedno	drĂ„Ä…Ă„Äľavnost	ost	4745	9	3001	310	3	4	312	312	1	312	0	1	312	312	0
75b	b	86	18	jedno	dvojnost	ost	222	8	3001	310	3	4	720	372	1	372	0	1	372	372	0
75b	b	14	26	vise	dvorac	ac	5925	6	3764	191	2	4	280	280	1	280	0	1	280	280	0
75b	b	16	43	jedno	gusto?a	oĂ„â€ˇa	294	7	913	53	3	4	236	236	1	236	0	1	236	236	0
75b	b	54	32	vise	hlebac	ac	36	6	3764	191	2	4	552	284	1	284	0	1	284	284	0
75b	b	56	44	vise	izvornik	nik	486	8	6585	266	3	4	520	236	1	236	0	1	236	236	0
75b	b	18	1	vise	jastu?nica	nica	241	10	2280	181	4	4	304	304	1	304	0	1	304	304	0
75b	b	58	9	jedno	jedin?e	Ă„Ĺ¤e	0.1	7	88	36	2	4	296	296	1	296	0	1	296	296	0
75b	b	60	10	jedno	jezi?i?	iĂ„â€ˇ	3	7	868	104	2	4	840	252	3	640	0	1	640	640	0
75b	b	20	36	jedno	kadionica	onica	291	9	234	15	5	4	468	468	1	468	0	1	468	468	0
75b	b	22	41	vise	konjina	ina	74	7	6155	225	3	4	616	368	1	368	0	1	368	368	0
75b	b	24	42	jedno	lizi?	iĂ„â€ˇ	0.1	5	868	104	2	5	696	220	1	220	0	1	728	496	276
75b	b	26	12	vise	lovac	ac	9537	5	3764	191	2	4	748	260	1	260	0	1	260	260	0
75b	b	88	29	vise	nau?nik	nik	40951	7	6585	266	3	4	548	344	1	344	0	1	344	344	0
75b	b	62	5	jedno	osmakinja	kinja	5	9	170	37	5	4	692	692	1	692	0	1	692	692	0
75b	b	28	6	jedno	osnivanje	nje	30166	9	23567	2144	3	4	880	308	2	496	0	1	496	496	0
75b	b	30	39	jedno	primer?i?	Ă„Ĺ¤iĂ„â€ˇ	1	9	73	35	3	4	432	432	1	432	0	1	432	432	0
75b	b	64	35	jedno	primitivnost	ost	114	12	3001	310	3	4	712	268	2	516	0	1	516	516	0
75b	b	32	28	jedno	puti?	iĂ„â€ˇ	269	5	868	104	2	4	308	308	1	308	0	1	308	308	0
75b	b	34	23	jedno	redi?	iĂ„â€ˇ	4	5	868	104	2	4	248	248	1	248	0	1	248	248	0
75b	b	66	24	vise	sluĂ„Ä…Ă‹â€ˇalica	lica	5965	9	537	65	4	4	288	288	1	288	0	1	288	288	0
75b	b	36	21	vise	smrtnik	nik	2119	7	6585	266	3	4	596	292	1	292	0	1	292	292	0
75b	b	84	8	jedno	star?i?	Ă„Ĺ¤iĂ„â€ˇ	107	7	73	35	3	4	944	360	3	944	0	1	944	944	0
75b	b	68	30	jedno	streljana	ana	581	9	424	35	3	4	912	344	1	344	0	1	344	344	0
75b	b	70	20	vise	sudija	ija	67415	6	3200	192	3	4	756	400	1	400	0	1	400	400	0
75b	b	72	4	jedno	sviraljka	aljka	8	9	81	17	5	4	1136	432	2	732	0	1	732	732	0
75b	b	38	40	vise	udara?	aĂ„Ĺ¤	270	6	2140	166	2	4	656	344	1	344	0	1	344	344	0
75b	b	74	33	vise	ulaznica	nica	11438	8	2280	181	4	4	960	476	2	688	0	1	688	688	0
75b	b	40	13	vise	umetnik	nik	38568	7	6585	266	3	4	760	292	1	292	0	1	292	292	0
75b	b	76	15	jedno	uvoj?i?	Ă„Ĺ¤iĂ„â€ˇ	0.1	7	73	35	3	4	904	284	2	564	0	1	564	564	0
75b	b	78	22	jedno	ven?anje	nje	9556	8	23567	2144	3	4	260	260	1	260	0	1	260	260	0
75b	b	42	37	vise	ven?ina	ina	0.1	7	6155	225	3	4	632	308	1	308	0	1	308	308	0
75b	b	44	3	jedno	vernost	ost	2854	7	3001	310	3	4	572	392	1	392	0	1	392	392	0
75b	b	46	7	vise	zemljak	ak	3466	7	5345	165	2	4	1576	480	1	480	0	1	480	480	0
75b	b	80	2	vise	zidina	ina	2972	6	6155	225	3	4	708	292	1	292	0	1	292	292	0
75b	b	82	38	jedno	zvuki?	iĂ„â€ˇ	1	8	868	104	2	4	272	272	1	272	0	1	272	272	0
77a	a	47	28	vise	?lanak	ak	51490	6	5345	165	2	4	280	280	1	280	0	1	704	280	0
77a	a	49	41	vise	?vorina	ina	0.1	7	6155	225	3	4	248	248	1	248	0	1	248	248	0
77a	a	7	21	jedno	?vrsto?a	oĂ„â€ˇa	1588	8	913	53	3	4	212	212	1	212	0	1	212	212	0
77a	a	1	34	jedno	an?el?e	Ă„Ĺ¤e	0.1	7	88	36	2	4	648	388	2	648	0	1	648	648	0
77a	a	3	25	jedno	brijanje	nje	1268	8	23567	2144	3	4	284	284	1	284	0	1	284	284	0
77a	a	5	39	jedno	cveti?	iĂ„â€ˇ	799	6	868	104	2	4	220	220	1	220	0	1	220	220	0
77a	a	9	42	jedno	davljenje	nje	579	9	23567	2144	3	4	444	136	2	316	0	1	316	316	0
77a	a	11	1	jedno	divljakinja	kinja	5	11	170	37	5	4	420	420	1	420	0	1	756	420	0
77a	a	51	9	vise	drĂ„Ä…Ă„Äľavnik	nik	4766	8	6585	266	3	4	552	224	2	552	0	1	552	552	0
77a	a	85	15	vise	dvojnik	nik	1054	7	6585	266	3	4	492	260	1	260	0	1	260	260	0
77a	a	13	17	jedno	dvorana	ana	11273	7	424	35	3	4	376	180	2	376	0	1	376	376	0
77a	a	15	18	vise	gustina	ina	41	7	6155	225	3	4	288	244	1	244	0	1	244	244	0
77a	a	53	8	jedno	hlep?i?	Ă„Ĺ¤iĂ„â€ˇ	70	7	73	35	3	4	244	244	1	244	0	1	244	244	0
77a	a	55	43	jedno	izvornost	ost	242	9	3001	310	3	4	260	260	1	260	0	1	260	260	0
77a	a	17	14	jedno	jastu?i?	iĂ„â€ˇ	860	8	868	104	2	4	260	260	1	260	0	1	260	260	0
77a	a	57	23	vise	jedinica	nica	59636	8	464	59	4	4	536	344	2	536	0	1	536	536	0
77a	a	59	22	vise	jezi?ak	ak	354	7	5345	165	2	4	936	396	2	700	0	1	700	700	0
77a	a	19	26	vise	kadija	ija	481	6	3200	192	3	4	192	192	1	192	0	1	192	192	0
77a	a	21	44	jedno	konji?	iĂ„â€ˇ	321	6	868	104	2	4	208	208	1	208	0	1	208	208	0
77a	a	23	3	vise	lizalica	lica	271	8	537	65	4	5	212	212	1	212	0	1	212	212	0
77a	a	25	31	jedno	lov?i?	Ă„Ĺ¤iĂ„â€ˇ	0.1	6	73	35	3	4	220	220	1	220	0	1	220	220	0
77a	a	87	12	jedno	nau?nost	ost	132	8	3001	310	3	4	284	284	1	284	0	1	284	284	0
77a	a	61	6	vise	osmina	ina	3177	6	6155	225	3	4	0	0	0	0	1	0	0	0	0
77a	a	27	24	vise	osniva?	aĂ„Ĺ¤	26059	7	2140	166	2	4	196	196	1	196	0	1	196	196	0
77a	a	29	13	vise	primerak	ak	19527	8	5345	165	2	4	364	156	2	364	0	1	364	364	0
77a	a	63	27	vise	primitivac	ac	903	10	3765	191	2	4	856	252	1	252	0	1	252	252	0
77a	a	31	38	vise	putnik	nik	33252	6	6585	266	3	4	232	232	1	232	0	1	232	232	0
77a	a	33	19	vise	redina	ina	25	6	6155	255	3	4	576	192	1	192	0	1	192	192	0
77a	a	65	30	jedno	sluĂ„Ä…Ă‹â€ˇaonica	onica	266	10	91	9	5	4	536	192	2	356	0	1	356	356	0
77a	a	35	10	jedno	smrtnost	ost	3476	8	3001	310	3	4	204	204	1	204	0	1	204	204	0
77a	a	83	35	vise	starac	ac	12858	6	3764	191	2	4	200	200	1	200	0	1	200	200	0
77a	a	67	29	vise	strelac	ac	14091	7	3764	191	2	4	96	96	1	96	0	1	96	96	0
77a	a	69	36	jedno	sudi?	iĂ„â€ˇ	19	5	868	104	2	4	248	248	1	248	0	1	248	248	0
77a	a	71	16	vise	svira?	aĂ„Ĺ¤	1007	6	2140	166	2	4	248	248	1	248	0	1	248	248	0
77a	a	37	7	jedno	udaraljka	aljka	292	9	81	17	5	4	680	180	3	680	0	1	680	680	0
77a	a	73	2	jedno	ulaz?i?	Ă„Ĺ¤iĂ„â€ˇ	0.1	7	73	35	3	4	1948	796	1	796	0	1	796	796	0
77a	a	39	40	jedno	umetnost	ost	69029	8	3001	310	3	4	192	192	1	192	0	1	192	192	0
77a	a	75	32	vise	uvojak	ak	196	6	5345	165	2	4	524	524	1	524	0	1	524	524	0
77a	a	77	4	vise	ven?anica	nica	2496	9	2280	181	4	4	600	200	2	600	0	1	600	600	0
77a	a	41	20	jedno	ven?i?	iĂ„â€ˇ	320	6	868	104	2	4	516	184	1	184	0	1	184	184	0
77a	a	43	11	vise	vernik	nik	13410	6	6585	266	3	4	208	208	1	208	0	1	208	208	0
77a	a	45	37	jedno	zemljarina	arina	18	10	46	12	5	4	828	396	2	768	0	1	768	768	0
77a	a	79	5	jedno	zidi?	iĂ„â€ˇ	223	5	868	104	2	4	484	228	2	484	0	1	484	484	0
77a	a	81	33	vise	zvu?nik	nik	8794	7	6585	266	3	4	200	200	1	200	0	1	200	200	0
7a	a	47	18	vise	?lanak	ak	51490	6	5345	165	2	4	324	324	1	324	0	1	324	324	0
7a	a	49	33	vise	?vorina	ina	0.1	7	6155	225	3	4	1108	228	3	772	0	1	772	772	0
7a	a	7	21	jedno	?vrsto?a	oĂ„â€ˇa	1588	8	913	53	3	4	204	204	1	204	0	1	204	204	0
7a	a	1	27	jedno	an?el?e	Ă„Ĺ¤e	0.1	7	88	36	2	4	572	248	1	248	0	1	248	248	0
7a	a	3	1	jedno	brijanje	nje	1268	8	23567	2144	3	4	204	204	1	204	0	1	204	204	0
7a	a	5	36	jedno	cveti?	iĂ„â€ˇ	799	6	868	104	2	4	228	228	1	228	0	1	228	228	0
7a	a	9	28	jedno	davljenje	nje	579	9	23567	2144	3	4	656	196	2	448	0	1	448	448	0
7a	a	11	40	jedno	divljakinja	kinja	5	11	170	37	5	4	856	280	1	280	0	1	280	280	0
7a	a	51	12	vise	drĂ„Ä…Ă„Äľavnik	nik	4766	8	6585	266	3	4	404	220	1	220	0	1	220	220	0
7a	a	85	4	vise	dvojnik	nik	1054	7	6585	266	3	4	1064	308	1	308	0	1	684	524	216
7a	a	13	14	jedno	dvorana	ana	11273	7	424	35	3	4	288	288	1	288	0	1	288	288	0
7a	a	15	6	vise	gustina	ina	41	7	6155	225	3	4	308	308	1	308	0	1	308	308	0
7a	a	53	26	jedno	hlep?i?	Ă„Ĺ¤iĂ„â€ˇ	70	7	73	35	3	4	556	316	1	316	0	1	316	316	0
7a	a	55	39	jedno	izvornost	ost	242	9	3001	310	3	4	644	252	2	492	0	1	492	492	0
7a	a	17	19	jedno	jastu?i?	iĂ„â€ˇ	860	8	868	104	2	4	220	220	1	220	0	1	220	220	0
7a	a	57	11	vise	jedinica	nica	59636	8	464	59	4	4	472	204	1	204	0	1	204	204	0
7a	a	59	23	vise	jezi?ak	ak	354	7	5345	165	2	4	564	260	1	260	0	1	260	260	0
7a	a	19	35	vise	kadija	ija	481	6	3200	192	3	4	504	276	1	276	0	1	876	504	228
7a	a	21	2	jedno	konji?	iĂ„â€ˇ	321	6	868	104	2	4	0	0	0	0	1	0	0	0	0
7a	a	23	20	vise	lizalica	lica	271	8	537	65	4	5	284	132	1	132	0	1	600	284	152
7a	a	25	41	jedno	lov?i?	Ă„Ĺ¤iĂ„â€ˇ	0.1	6	73	35	3	4	664	664	1	664	0	1	664	664	0
7a	a	87	13	jedno	nau?nost	ost	132	8	3001	310	3	4	424	200	1	200	0	1	200	200	0
7a	a	61	16	vise	osmina	ina	3177	6	6155	225	3	4	336	336	1	336	0	1	336	336	0
7a	a	27	17	vise	osniva?	aĂ„Ĺ¤	26059	7	2140	166	2	4	564	340	1	340	0	1	340	340	0
7a	a	29	25	vise	primerak	ak	19527	8	5345	165	2	4	288	288	1	288	0	1	288	288	0
7a	a	63	24	vise	primitivac	ac	903	10	3765	191	2	4	560	272	1	272	0	1	272	272	0
7a	a	31	44	vise	putnik	nik	33252	6	6585	266	3	4	192	192	1	192	0	1	192	192	0
7a	a	33	8	vise	redina	ina	25	6	6155	255	3	4	644	644	1	644	0	1	644	644	0
7a	a	65	43	jedno	sluĂ„Ä…Ă‹â€ˇaonica	onica	266	10	91	9	5	4	660	280	1	280	0	1	280	280	0
7a	a	35	7	jedno	smrtnost	ost	3476	8	3001	310	3	4	396	256	1	256	0	1	256	256	0
7a	a	83	22	vise	starac	ac	12858	6	3764	191	2	4	308	308	1	308	0	1	308	308	0
7a	a	67	30	vise	strelac	ac	14091	7	3764	191	2	4	220	220	1	220	0	1	220	220	0
7a	a	69	42	jedno	sudi?	iĂ„â€ˇ	19	5	868	104	2	4	360	360	1	360	0	1	360	360	0
7a	a	71	32	vise	svira?	aĂ„Ĺ¤	1007	6	2140	166	2	4	296	296	1	296	0	1	296	296	0
7a	a	37	29	jedno	udaraljka	aljka	292	9	81	17	5	4	480	236	3	480	0	1	480	480	0
7a	a	73	31	jedno	ulaz?i?	Ă„Ĺ¤iĂ„â€ˇ	0.1	7	73	35	3	4	1980	280	1	280	0	1	280	280	0
7a	a	39	3	jedno	umetnost	ost	69029	8	3001	310	3	4	432	220	2	432	0	1	432	432	0
7a	a	75	38	vise	uvojak	ak	196	6	5345	165	2	4	356	212	1	212	0	1	212	212	0
7a	a	77	15	vise	ven?anica	nica	2496	9	2280	181	4	4	404	208	1	208	0	1	208	208	0
7a	a	41	5	jedno	ven?i?	iĂ„â€ˇ	320	6	868	104	2	4	500	500	1	500	0	1	500	500	0
7a	a	43	9	vise	vernik	nik	13410	6	6585	266	3	4	316	148	2	316	0	1	316	316	0
7a	a	45	10	jedno	zemljarina	arina	18	10	46	12	5	4	1376	224	1	224	0	1	224	224	0
7a	a	79	34	jedno	zidi?	iĂ„â€ˇ	223	5	868	104	2	4	332	160	2	332	0	1	332	332	0
7a	a	81	37	vise	zvu?nik	nik	8794	7	6585	266	3	4	416	416	1	416	0	1	416	416	0
82b	b	48	5	jedno	?lanarina	arina	4717	9	46	12	5	4	892	220	2	380	0	1	380	380	0
82b	b	50	27	jedno	?vori?	iĂ„â€ˇ	444	6	868	104	2	4	468	468	1	468	0	1	468	468	0
82b	b	8	15	vise	?vrstina	ina	2303	8	6155	225	3	4	812	156	4	608	0	1	608	608	0
82b	b	2	3	vise	an?elak	ak	331	7	5345	165	2	4	404	196	2	404	0	1	404	404	0
82b	b	4	20	vise	brija?	aĂ„Ĺ¤	636	6	2140	166	2	4	532	144	2	336	0	1	676	336	0
