Subject	Group	TrialNumber	TrialOrder	SuffixAmbiguity	Noun	Suffix	LemmaFrequency	NounLength	SuffixFrequency	SuffixProductivity	SuffixLength	IA_ID	DWELL_TIME	FIRST_FIXATION_DURATION	FIRST_RUN_FIXATION_COUNT	GAZE_DURATION	IA_SKIP	IA_FIRST_FIX_PROGRESSIVE	IA_REGRESSION_PATH_DURATION	IA_SELECTIVE_REGRESSION_PATH_DURATION	PROB_OF_REGRESSION
82b	b	6	22	vise	cvetak	ak	288	6	5345	165	2	4	908	156	3	660	0	1	660	660	0
82b	b	10	36	vise	davljenik	nik	386	9	6585	266	3	4	304	168	2	304	0	1	304	304	0
82b	b	12	7	vise	divljak	ak	1045	7	5345	165	2	4	148	148	1	148	0	1	148	148	0
82b	b	52	44	jedno	drĂ„Ä…Ă„Äľavnost	ost	4745	9	3001	310	3	4	704	268	2	340	0	1	340	340	0
82b	b	86	29	jedno	dvojnost	ost	222	8	3001	310	3	4	888	712	2	888	0	1	888	888	0
82b	b	14	42	vise	dvorac	ac	5925	6	3764	191	2	4	424	228	2	424	0	1	424	424	0
82b	b	16	38	jedno	gusto?a	oĂ„â€ˇa	294	7	913	53	3	4	240	240	1	240	0	1	240	240	0
82b	b	54	40	vise	hlebac	ac	36	6	3764	191	2	4	216	132	2	216	0	1	660	216	0
82b	b	56	1	vise	izvornik	nik	486	8	6585	266	3	4	464	212	1	212	0	1	212	212	0
82b	b	18	11	vise	jastu?nica	nica	241	10	2280	181	4	4	592	188	2	592	0	1	592	592	0
82b	b	58	2	jedno	jedin?e	Ă„Ĺ¤e	0.1	7	88	36	2	4	1148	172	3	1148	0	1	1148	1148	0
82b	b	60	43	jedno	jezi?i?	iĂ„â€ˇ	3	7	868	104	2	4	848	580	2	848	0	1	848	848	0
82b	b	20	6	jedno	kadionica	onica	291	9	234	15	5	4	816	140	2	508	0	1	508	508	0
82b	b	22	21	vise	konjina	ina	74	7	6155	225	3	4	512	56	1	56	0	1	56	56	0
82b	b	24	33	jedno	lizi?	iĂ„â€ˇ	0.1	5	868	104	2	5	504	136	1	136	0	1	784	504	368
82b	b	26	13	vise	lovac	ac	9537	5	3764	191	2	4	336	176	2	336	0	1	336	336	0
82b	b	88	9	vise	nau?nik	nik	40951	7	6585	266	3	4	668	132	2	308	0	1	308	308	0
82b	b	62	41	jedno	osmakinja	kinja	5	9	170	37	5	4	280	280	1	280	0	1	280	280	0
82b	b	28	4	jedno	osnivanje	nje	30166	9	23567	2144	3	4	320	252	1	252	0	1	252	252	0
82b	b	30	28	jedno	primer?i?	Ă„Ĺ¤iĂ„â€ˇ	1	9	73	35	3	4	688	200	3	688	0	1	688	688	0
82b	b	64	32	jedno	primitivnost	ost	114	12	3001	310	3	4	624	216	1	216	0	1	804	624	408
82b	b	32	8	jedno	puti?	iĂ„â€ˇ	269	5	868	104	2	4	0	0	0	0	1	0	0	0	0
82b	b	34	19	jedno	redi?	iĂ„â€ˇ	4	5	868	104	2	4	0	0	0	0	1	0	0	0	0
82b	b	66	23	vise	sluĂ„Ä…Ă‹â€ˇalica	lica	5965	9	537	65	4	4	412	296	1	296	0	1	296	296	0
82b	b	36	24	vise	smrtnik	nik	2119	7	6585	266	3	4	696	136	1	136	0	1	552	324	188
82b	b	84	30	jedno	star?i?	Ă„Ĺ¤iĂ„â€ˇ	107	7	73	35	3	4	720	592	2	720	0	1	720	720	0
82b	b	68	26	jedno	streljana	ana	581	9	424	35	3	4	948	652	2	740	0	1	740	740	0
82b	b	70	10	vise	sudija	ija	67415	6	3200	192	3	4	140	140	1	140	0	1	140	140	0
82b	b	72	14	jedno	sviraljka	aljka	8	9	81	17	5	4	348	172	2	348	0	1	348	348	0
82b	b	38	17	vise	udara?	aĂ„Ĺ¤	270	6	2140	166	2	4	960	480	3	960	0	1	960	960	0
82b	b	74	12	vise	ulaznica	nica	11438	8	2280	181	4	4	496	96	2	340	0	1	1152	496	156
82b	b	40	34	vise	umetnik	nik	38568	7	6585	266	3	4	536	376	1	376	0	1	376	376	0
82b	b	76	35	jedno	uvoj?i?	Ă„Ĺ¤iĂ„â€ˇ	0.1	7	73	35	3	4	640	424	2	640	0	1	640	640	0
82b	b	78	31	jedno	ven?anje	nje	9556	8	23567	2144	3	4	816	520	1	520	0	1	708	520	0
82b	b	42	18	vise	ven?ina	ina	0.1	7	6155	225	3	4	1696	264	2	344	0	1	344	344	0
82b	b	44	37	jedno	vernost	ost	2854	7	3001	310	3	4	208	208	1	208	0	1	208	208	0
82b	b	46	39	vise	zemljak	ak	3466	7	5345	165	2	4	388	388	1	388	0	1	388	388	0
82b	b	80	25	vise	zidina	ina	2972	6	6155	225	3	4	420	200	1	200	0	1	752	420	220
82b	b	82	16	jedno	zvuki?	iĂ„â€ˇ	1	8	868	104	2	4	348	164	2	348	0	1	348	348	0
8b	b	48	13	jedno	?lanarina	arina	4717	9	46	12	5	4	672	192	2	340	0	1	340	340	0
8b	b	50	34	jedno	?vori?	iĂ„â€ˇ	444	6	868	104	2	4	412	168	2	412	0	1	412	412	0
8b	b	8	29	vise	?vrstina	ina	2303	8	6155	225	3	4	296	296	1	296	0	1	296	296	0
8b	b	2	7	vise	an?elak	ak	331	7	5345	165	2	4	196	196	1	196	0	1	196	196	0
8b	b	4	27	vise	brija?	aĂ„Ĺ¤	636	6	2140	166	2	4	212	212	1	212	0	1	212	212	0
8b	b	6	3	vise	cvetak	ak	288	6	5345	165	2	4	388	204	1	204	0	1	204	204	0
8b	b	10	38	vise	davljenik	nik	386	9	6585	266	3	4	216	216	1	216	0	1	216	216	0
8b	b	12	9	vise	divljak	ak	1045	7	5345	165	2	4	268	268	1	268	0	1	268	268	0
8b	b	52	15	jedno	drĂ„Ä…Ă„Äľavnost	ost	4745	9	3001	310	3	4	584	192	2	364	0	1	364	364	0
8b	b	86	42	jedno	dvojnost	ost	222	8	3001	310	3	4	548	192	1	192	0	1	192	192	0
8b	b	14	39	vise	dvorac	ac	5925	6	3764	191	2	4	40	40	1	40	1	0	40	40	0
8b	b	16	24	jedno	gusto?a	oĂ„â€ˇa	294	7	913	53	3	4	272	272	1	272	0	1	272	272	0
8b	b	54	25	vise	hlebac	ac	36	6	3764	191	2	4	288	172	1	172	0	1	172	172	0
8b	b	56	10	vise	izvornik	nik	486	8	6585	266	3	4	340	156	1	156	0	1	156	156	0
8b	b	18	20	vise	jastu?nica	nica	241	10	2280	181	4	4	380	192	2	380	0	1	380	380	0
8b	b	58	43	jedno	jedin?e	Ă„Ĺ¤e	0.1	7	88	36	2	4	224	180	1	180	0	1	180	180	0
8b	b	60	37	jedno	jezi?i?	iĂ„â€ˇ	3	7	868	104	2	4	520	264	1	264	0	1	264	264	0
8b	b	20	26	jedno	kadionica	onica	291	9	234	15	5	4	348	192	2	348	0	1	348	348	0
8b	b	22	33	vise	konjina	ina	74	7	6155	225	3	4	256	152	1	152	0	1	152	152	0
8b	b	24	6	jedno	lizi?	iĂ„â€ˇ	0.1	5	868	104	2	5	756	180	1	180	0	1	180	180	0
8b	b	26	36	vise	lovac	ac	9537	5	3764	191	2	4	184	184	1	184	0	1	184	184	0
8b	b	88	2	vise	nau?nik	nik	40951	7	6585	266	3	4	772	188	1	188	0	1	188	188	0
8b	b	62	14	jedno	osmakinja	kinja	5	9	170	37	5	4	216	216	1	216	0	1	216	216	0
8b	b	28	5	jedno	osnivanje	nje	30166	9	23567	2144	3	4	580	300	1	300	0	1	300	300	0
8b	b	30	28	jedno	primer?i?	Ă„Ĺ¤iĂ„â€ˇ	1	9	73	35	3	4	1060	224	2	392	0	1	392	392	0
8b	b	64	8	jedno	primitivnost	ost	114	12	3001	310	3	4	728	220	2	380	0	1	380	380	0
8b	b	32	22	jedno	puti?	iĂ„â€ˇ	269	5	868	104	2	4	196	196	1	196	0	1	196	196	0
8b	b	34	31	jedno	redi?	iĂ„â€ˇ	4	5	868	104	2	4	456	456	1	456	0	1	456	456	0
8b	b	66	41	vise	sluĂ„Ä…Ă‹â€ˇalica	lica	5965	9	537	65	4	4	576	192	2	340	0	1	340	340	0
8b	b	36	4	vise	smrtnik	nik	2119	7	6585	266	3	4	512	236	2	512	0	1	512	512	0
8b	b	84	35	jedno	star?i?	Ă„Ĺ¤iĂ„â€ˇ	107	7	73	35	3	4	352	212	2	352	0	1	352	352	0
8b	b	68	21	jedno	streljana	ana	581	9	424	35	3	4	796	280	1	280	0	1	280	280	0
8b	b	70	12	vise	sudija	ija	67415	6	3200	192	3	4	192	192	1	192	0	1	192	192	0
8b	b	72	40	jedno	sviraljka	aljka	8	9	81	17	5	4	980	288	1	288	0	1	288	288	0
8b	b	38	11	vise	udara?	aĂ„Ĺ¤	270	6	2140	166	2	4	600	284	1	284	0	1	284	284	0
8b	b	74	30	vise	ulaznica	nica	11438	8	2280	181	4	4	608	188	1	188	0	1	188	188	0
8b	b	40	32	vise	umetnik	nik	38568	7	6585	266	3	4	640	156	1	156	0	1	156	156	0
8b	b	76	44	jedno	uvoj?i?	Ă„Ĺ¤iĂ„â€ˇ	0.1	7	73	35	3	4	324	176	2	324	0	1	324	324	0
8b	b	78	23	jedno	ven?anje	nje	9556	8	23567	2144	3	4	380	200	2	380	0	1	380	380	0
8b	b	42	18	vise	ven?ina	ina	0.1	7	6155	225	3	4	1332	180	1	180	0	1	180	180	0
8b	b	44	17	jedno	vernost	ost	2854	7	3001	310	3	4	304	220	1	220	0	1	220	220	0
8b	b	46	16	vise	zemljak	ak	3466	7	5345	165	2	4	196	196	1	196	0	1	196	196	0
8b	b	80	19	vise	zidina	ina	2972	6	6155	225	3	4	788	288	2	468	0	1	468	468	0
8b	b	82	1	jedno	zvuki?	iĂ„â€ˇ	1	8	868	104	2	4	696	304	1	304	0	1	304	304	0
